name,category,occasion,relationship,interests,personality,price,description
Calligraphy Pen Set - Collection 11,Stationery,Friendship Day,Friend,writing journaling stationery creativity,"Practical, Minimalist",1450,"Calligraphy Pen Set - Collection 11, a refined stationery gift for friendship day and writing enthusiasts."
Calligraphy Pen Set - Collection 12,Stationery,Wedding,Sibling,writing journaling stationery creativity,"Adventurous, Extroverted",1560,"Calligraphy Pen Set - Collection 12, a refined stationery gift for wedding and writing enthusiasts."
Calligraphy Pen Set - Collection 13,Stationery,Promotion,Parent,writing journaling stationery creativity,"Introverted, Intellectual",1670,"Calligraphy Pen Set - Collection 13, a refined stationery gift for promotion and writing enthusiasts."
Calligraphy Pen Set - Collection 14,Stationery,Thank You,Family,writing journaling stationery creativity,"Funny, Trendy",1780,"Calligraphy Pen Set - Collection 14, a refined stationery gift for thank you and writing enthusiasts."
Personalized Notebook - Collection 8,Stationery,Farewell,Friend,writing journaling stationery creativity,"Creative, Sentimental",1120,"Personalized Notebook - Collection 8, a refined stationery gift for farewell and writing enthusiasts."
Personalized Notebook - Collection 9,Stationery,Christmas,Sibling,writing journaling stationery creativity,"Romantic, Stylish",1230,"Personalized Notebook - Collection 9, a refined stationery gift for christmas and writing enthusiasts."
Personalized Notebook - Collection 10,Stationery,Friendship Day,Parent,writing journaling stationery creativity,"Practical, Minimalist",1340,"Personalized Notebook - Collection 10, a refined stationery gift for friendship day and writing enthusiasts."
Personalized Notebook - Collection 11,Stationery,Wedding,Family,writing journaling stationery creativity,"Adventurous, Extroverted",1450,"Personalized Notebook - Collection 11, a refined stationery gift for wedding and writing enthusiasts."
Personalized Notebook - Collection 12,Stationery,Promotion,Colleague,writing journaling stationery creativity,"Introverted, Intellectual",1560,"Personalized Notebook - Collection 12, a refined stationery gift for promotion and writing enthusiasts."
Personalized Notebook - Collection 13,Stationery,Thank You,Classmate,writing journaling stationery creativity,"Funny, Trendy",1670,"Personalized Notebook - Collection 13, a refined stationery gift for thank you and writing enthusiasts."
Personalized Notebook - Collection 14,Stationery,Just Because,Mentor,writing journaling stationery creativity,"Techie, Practical",1780,"Personalized Notebook - Collection 14, a refined stationery gift for just because and writing enthusiasts."
Pet Treat Box - Collection 8,Pets,Thank You,Mentor,pets animals care,"Romantic, Stylish",1375,"Pet Treat Box - Collection 8, a refined pets gift for thank you and pets enthusiasts."
Pet Treat Box - Collection 9,Pets,Just Because,Partner,pets animals care,"Practical, Minimalist",1500,"Pet Treat Box - Collection 9, a refined pets gift for just because and pets enthusiasts."
Pet Treat Box - Collection 10,Pets,Birthday,Best Friend,pets animals care,"Adventurous, Extroverted",1625,"Pet Treat Box - Collection 10, a refined pets gift for birthday and pets enthusiasts."
Pet Treat Box - Collection 11,Pets,Anniversary,Friend,pets animals care,"Introverted, Intellectual",1750,"Pet Treat Box - Collection 11, a refined pets gift for anniversary and pets enthusiasts."
Pet Treat Box - Collection 12,Pets,Valentines Day,Sibling,pets animals care,"Funny, Trendy",1875,"Pet Treat Box - Collection 12, a refined pets gift for valentines day and pets enthusiasts."
Pet Treat Box - Collection 13,Pets,Graduation,Parent,pets animals care,"Techie, Practical",2000,"Pet Treat Box - Collection 13, a refined pets gift for graduation and pets enthusiasts."
Pet Treat Box - Collection 14,Pets,Housewarming,Family,pets animals care,"Classic, Sentimental",2125,"Pet Treat Box - Collection 14, a refined pets gift for housewarming and pets enthusiasts."
Custom Pet Tag - Collection 8,Pets,Just Because,Friend,pets animals care,"Practical, Minimalist",1375,"Custom Pet Tag - Collection 8, a refined pets gift for just because and pets enthusiasts."
Custom Pet Tag - Collection 9,Pets,Birthday,Sibling,pets animals care,"Adventurous, Extroverted",1500,"Custom Pet Tag - Collection 9, a refined pets gift for birthday and pets enthusiasts."
Custom Pet Tag - Collection 10,Pets,Anniversary,Parent,pets animals care,"Introverted, Intellectual",1625,"Custom Pet Tag - Collection 10, a refined pets gift for anniversary and pets enthusiasts."
Custom Pet Tag - Collection 11,Pets,Valentines Day,Family,pets animals care,"Funny, Trendy",1750,"Custom Pet Tag - Collection 11, a refined pets gift for valentines day and pets enthusiasts."
Custom Pet Tag - Collection 12,Pets,Graduation,Colleague,pets animals care,"Techie, Practical",1875,"Custom Pet Tag - Collection 12, a refined pets gift for graduation and pets enthusiasts."
Custom Pet Tag - Collection 13,Pets,Housewarming,Classmate,pets animals care,"Classic, Sentimental",2000,"Custom Pet Tag - Collection 13, a refined pets gift for housewarming and pets enthusiasts."
Custom Pet Tag - Collection 14,Pets,Farewell,Mentor,pets animals care,"Creative, Sentimental",2125,"Custom Pet Tag - Collection 14, a refined pets gift for farewell and pets enthusiasts."
Pet Toy Bundle - Collection 8,Pets,Birthday,Family,pets animals care,"Adventurous, Extroverted",1375,"Pet Toy Bundle - Collection 8, a refined pets gift for birthday and pets enthusiasts."
Pet Toy Bundle - Collection 9,Pets,Anniversary,Colleague,pets animals care,"Introverted, Intellectual",1500,"Pet Toy Bundle - Collection 9, a refined pets gift for anniversary and pets enthusiasts."
Pet Toy Bundle - Collection 10,Pets,Valentines Day,Classmate,pets animals care,"Funny, Trendy",1625,"Pet Toy Bundle - Collection 10, a refined pets gift for valentines day and pets enthusiasts."
Pet Toy Bundle - Collection 11,Pets,Graduation,Mentor,pets animals care,"Techie, Practical",1750,"Pet Toy Bundle - Collection 11, a refined pets gift for graduation and pets enthusiasts."
Pet Toy Bundle - Collection 12,Pets,Housewarming,Partner,pets animals care,"Classic, Sentimental",1875,"Pet Toy Bundle - Collection 12, a refined pets gift for housewarming and pets enthusiasts."
Pet Toy Bundle - Collection 13,Pets,Farewell,Best Friend,pets animals care,"Creative, Sentimental",2000,"Pet Toy Bundle - Collection 13, a refined pets gift for farewell and pets enthusiasts."
Pet Toy Bundle - Collection 14,Pets,Christmas,Friend,pets animals care,"Romantic, Stylish",2125,"Pet Toy Bundle - Collection 14, a refined pets gift for christmas and pets enthusiasts."
Pet Bed - Collection 8,Pets,Anniversary,Mentor,pets animals care,"Introverted, Intellectual",1375,"Pet Bed - Collection 8, a refined pets gift for anniversary and pets enthusiasts."
Pet Bed - Collection 9,Pets,Valentines Day,Partner,pets animals care,"Funny, Trendy",1500,"Pet Bed - Collection 9, a refined pets gift for valentines day and pets enthusiasts."
Pet Bed - Collection 10,Pets,Graduation,Best Friend,pets animals care,"Techie, Practical",1625,"Pet Bed - Collection 10, a refined pets gift for graduation and pets enthusiasts."
Pet Bed - Collection 11,Pets,Housewarming,Friend,pets animals care,"Classic, Sentimental",1750,"Pet Bed - Collection 11, a refined pets gift for housewarming and pets enthusiasts."
Pet Bed - Collection 12,Pets,Farewell,Sibling,pets animals care,"Creative, Sentimental",1875,"Pet Bed - Collection 12, a refined pets gift for farewell and pets enthusiasts."
Pet Bed - Collection 13,Pets,Christmas,Parent,pets animals care,"Romantic, Stylish",2000,"Pet Bed - Collection 13, a refined pets gift for christmas and pets enthusiasts."
Pet Bed - Collection 14,Pets,Friendship Day,Family,pets animals care,"Practical, Minimalist",2125,"Pet Bed - Collection 14, a refined pets gift for friendship day and pets enthusiasts."
Pet Grooming Kit - Collection 8,Pets,Valentines Day,Friend,pets animals care,"Funny, Trendy",1375,"Pet Grooming Kit - Collection 8, a refined pets gift for valentines day and pets enthusiasts."
Pet Grooming Kit - Collection 9,Pets,Graduation,Sibling,pets animals care,"Techie, Practical",1500,"Pet Grooming Kit - Collection 9, a refined pets gift for graduation and pets enthusiasts."
Pet Grooming Kit - Collection 10,Pets,Housewarming,Parent,pets animals care,"Classic, Sentimental",1625,"Pet Grooming Kit - Collection 10, a refined pets gift for housewarming and pets enthusiasts."
Pet Grooming Kit - Collection 11,Pets,Farewell,Family,pets animals care,"Creative, Sentimental",1750,"Pet Grooming Kit - Collection 11, a refined pets gift for farewell and pets enthusiasts."
Pet Grooming Kit - Collection 12,Pets,Christmas,Colleague,pets animals care,"Romantic, Stylish",1875,"Pet Grooming Kit - Collection 12, a refined pets gift for christmas and pets enthusiasts."
Pet Grooming Kit - Collection 13,Pets,Friendship Day,Classmate,pets animals care,"Practical, Minimalist",2000,"Pet Grooming Kit - Collection 13, a refined pets gift for friendship day and pets enthusiasts."
Pet Grooming Kit - Collection 14,Pets,Wedding,Mentor,pets animals care,"Adventurous, Extroverted",2125,"Pet Grooming Kit - Collection 14, a refined pets gift for wedding and pets enthusiasts."
Pet Photo Frame - Collection 8,Pets,Graduation,Family,pets animals care,"Techie, Practical",1375,"Pet Photo Frame - Collection 8, a refined pets gift for graduation and pets enthusiasts."
Pet Photo Frame - Collection 9,Pets,Housewarming,Colleague,pets animals care,"Classic, Sentimental",1500,"Pet Photo Frame - Collection 9, a refined pets gift for housewarming and pets enthusiasts."
Pet Photo Frame - Collection 10,Pets,Farewell,Classmate,pets animals care,"Creative, Sentimental",1625,"Pet Photo Frame - Collection 10, a refined pets gift for farewell and pets enthusiasts."
Pet Photo Frame - Collection 11,Pets,Christmas,Mentor,pets animals care,"Romantic, Stylish",1750,"Pet Photo Frame - Collection 11, a refined pets gift for christmas and pets enthusiasts."
Pet Photo Frame - Collection 12,Pets,Friendship Day,Partner,pets animals care,"Practical, Minimalist",1875,"Pet Photo Frame - Collection 12, a refined pets gift for friendship day and pets enthusiasts."
Pet Photo Frame - Collection 13,Pets,Wedding,Best Friend,pets animals care,"Adventurous, Extroverted",2000,"Pet Photo Frame - Collection 13, a refined pets gift for wedding and pets enthusiasts."
Pet Photo Frame - Collection 14,Pets,Promotion,Friend,pets animals care,"Introverted, Intellectual",2125,"Pet Photo Frame - Collection 14, a refined pets gift for promotion and pets enthusiasts."
Pet Feeding Mat - Collection 8,Pets,Housewarming,Mentor,pets animals care,"Classic, Sentimental",1375,"Pet Feeding Mat - Collection 8, a refined pets gift for housewarming and pets enthusiasts."
Pet Feeding Mat - Collection 9,Pets,Farewell,Partner,pets animals care,"Creative, Sentimental",1500,"Pet Feeding Mat - Collection 9, a refined pets gift for farewell and pets enthusiasts."
Pet Feeding Mat - Collection 10,Pets,Christmas,Best Friend,pets animals care,"Romantic, Stylish",1625,"Pet Feeding Mat - Collection 10, a refined pets gift for christmas and pets enthusiasts."
Pet Feeding Mat - Collection 11,Pets,Friendship Day,Friend,pets animals care,"Practical, Minimalist",1750,"Pet Feeding Mat - Collection 11, a refined pets gift for friendship day and pets enthusiasts."
Pet Feeding Mat - Collection 12,Pets,Wedding,Sibling,pets animals care,"Adventurous, Extroverted",1875,"Pet Feeding Mat - Collection 12, a refined pets gift for wedding and pets enthusiasts."
